Expert_ID,theme,from,to
Expert_002,Tema 1,Ecosistemas,Evolución
Expert_002,Tema 1,Ecosistemas,Física oceanográfica
Expert_002,Tema 1,Ecosistemas,Impactos del cambio climático
Expert_002,Tema 1,Ecosistemas,Paleoclimatología
Expert_002,Tema 1,Evolución,Física oceanográfica
Expert_002,Tema 1,Evolución,Impactos del cambio climático
Expert_002,Tema 1,Evolución,Paleoclimatología
Expert_002,Tema 1,Física oceanográfica,Impactos del cambio climático
Expert_002,Tema 1,Física oceanográfica,Paleoclimatología
Expert_002,Tema 1,Impactos del cambio climático,Paleoclimatología
Expert_002,Tema 2,Adaptación,Conservación
Expert_002,Tema 2,Adaptación,Mitigación
Expert_002,Tema 2,Adaptación,Pesquerías
Expert_002,Tema 2,Adaptación,Sobreexplotación
Expert_002,Tema 2,Conservación,Mitigación
Expert_002,Tema 2,Conservación,Pesquerías
Expert_002,Tema 2,Conservación,Sobreexplotación
Expert_002,Tema 2,Mitigación,Pesquerías
Expert_002,Tema 2,Mitigación,Sobreexplotación
Expert_002,Tema 2,Pesquerías,Sobreexplotación
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Amenazas humanas
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Contaminación
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Regulación climática
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_002,Tema 3,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_002,Tema 3,Amenazas humanas,Aspectos socio-económicos
Expert_002,Tema 3,Amenazas humanas,Conciencia ambiental
Expert_002,Tema 3,Amenazas humanas,Contaminación
Expert_002,Tema 3,Amenazas humanas,Regulación climática
Expert_002,Tema 3,Amenazas humanas,Sustentabilidad
Expert_002,Tema 3,Amenazas humanas,Servicios Ecosistemicos
Expert_002,Tema 3,Aspectos socio-económicos,Conciencia ambiental
Expert_002,Tema 3,Aspectos socio-económicos,Contaminación
Expert_002,Tema 3,Aspectos socio-económicos,Regulación climática
Expert_002,Tema 3,Aspectos socio-económicos,Sustentabilidad
Expert_002,Tema 3,Aspectos socio-económicos,Servicios Ecosistemicos
Expert_002,Tema 3,Conciencia ambiental,Contaminación
Expert_002,Tema 3,Conciencia ambiental,Regulación climática
Expert_002,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_002,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_002,Tema 3,Contaminación,Regulación climática
Expert_002,Tema 3,Contaminación,Sustentabilidad
Expert_002,Tema 3,Contaminación,Servicios Ecosistemicos
Expert_002,Tema 3,Regulación climática,Sustentabilidad
Expert_002,Tema 3,Regulación climática,Servicios Ecosistemicos
Expert_002,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_002,x,NA,NA
Expert_003,No,NA,NA
Expert_003,No,NA,NA
Expert_003,No,NA,NA
Expert_003,Tema 1,Acoplamiento clima-océano,Amenazas humanas
Expert_003,Tema 1,Acoplamiento clima-océano,Aspectos socio-económicos
Expert_003,Tema 1,Acoplamiento clima-océano,Cambio climático
Expert_003,Tema 1,Acoplamiento clima-océano,Dinámica costera
Expert_003,Tema 1,Amenazas humanas,Aspectos socio-económicos
Expert_003,Tema 1,Amenazas humanas,Cambio climático
Expert_003,Tema 1,Amenazas humanas,Dinámica costera
Expert_003,Tema 1,Aspectos socio-económicos,Cambio climático
Expert_003,Tema 1,Aspectos socio-económicos,Dinámica costera
Expert_003,Tema 1,Cambio climático,Dinámica costera
Expert_003,Tema 2,Biología del cambio global,Ciclos biogeoquímicos
Expert_003,Tema 2,Biología del cambio global,Contaminación
Expert_003,Tema 2,Biología del cambio global,Ecosistemas
Expert_003,Tema 2,Biología del cambio global,Evolución
Expert_003,Tema 2,Biología del cambio global,Física oceanográfica
Expert_003,Tema 2,Biología del cambio global,Sobreexplotación
Expert_003,Tema 2,Ciclos biogeoquímicos,Contaminación
Expert_003,Tema 2,Ciclos biogeoquímicos,Ecosistemas
Expert_003,Tema 2,Ciclos biogeoquímicos,Evolución
Expert_003,Tema 2,Ciclos biogeoquímicos,Física oceanográfica
Expert_003,Tema 2,Ciclos biogeoquímicos,Sobreexplotación
Expert_003,Tema 2,Contaminación,Ecosistemas
Expert_003,Tema 2,Contaminación,Evolución
Expert_003,Tema 2,Contaminación,Física oceanográfica
Expert_003,Tema 2,Contaminación,Sobreexplotación
Expert_003,Tema 2,Ecosistemas,Evolución
Expert_003,Tema 2,Ecosistemas,Física oceanográfica
Expert_003,Tema 2,Ecosistemas,Sobreexplotación
Expert_003,Tema 2,Evolución,Física oceanográfica
Expert_003,Tema 2,Evolución,Sobreexplotación
Expert_003,Tema 2,Física oceanográfica,Sobreexplotación
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Adaptación
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Conservación
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Impactos del cambio climático
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Mitigación
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Paleoclimatología
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Regulación climática
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Pesquerías
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_003,Tema 3,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_003,Tema 3,Adaptación,Conciencia ambiental
Expert_003,Tema 3,Adaptación,Conservación
Expert_003,Tema 3,Adaptación,Impactos del cambio climático
Expert_003,Tema 3,Adaptación,Mitigación
Expert_003,Tema 3,Adaptación,Paleoclimatología
Expert_003,Tema 3,Adaptación,Regulación climática
Expert_003,Tema 3,Adaptación,Pesquerías
Expert_003,Tema 3,Adaptación,Sustentabilidad
Expert_003,Tema 3,Adaptación,Servicios Ecosistemicos
Expert_003,Tema 3,Conciencia ambiental,Conservación
Expert_003,Tema 3,Conciencia ambiental,Impactos del cambio climático
Expert_003,Tema 3,Conciencia ambiental,Mitigación
Expert_003,Tema 3,Conciencia ambiental,Paleoclimatología
Expert_003,Tema 3,Conciencia ambiental,Regulación climática
Expert_003,Tema 3,Conciencia ambiental,Pesquerías
Expert_003,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_003,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_003,Tema 3,Conservación,Impactos del cambio climático
Expert_003,Tema 3,Conservación,Mitigación
Expert_003,Tema 3,Conservación,Paleoclimatología
Expert_003,Tema 3,Conservación,Regulación climática
Expert_003,Tema 3,Conservación,Pesquerías
Expert_003,Tema 3,Conservación,Sustentabilidad
Expert_003,Tema 3,Conservación,Servicios Ecosistemicos
Expert_003,Tema 3,Impactos del cambio climático,Mitigación
Expert_003,Tema 3,Impactos del cambio climático,Paleoclimatología
Expert_003,Tema 3,Impactos del cambio climático,Regulación climática
Expert_003,Tema 3,Impactos del cambio climático,Pesquerías
Expert_003,Tema 3,Impactos del cambio climático,Sustentabilidad
Expert_003,Tema 3,Impactos del cambio climático,Servicios Ecosistemicos
Expert_003,Tema 3,Mitigación,Paleoclimatología
Expert_003,Tema 3,Mitigación,Regulación climática
Expert_003,Tema 3,Mitigación,Pesquerías
Expert_003,Tema 3,Mitigación,Sustentabilidad
Expert_003,Tema 3,Mitigación,Servicios Ecosistemicos
Expert_003,Tema 3,Paleoclimatología,Regulación climática
Expert_003,Tema 3,Paleoclimatología,Pesquerías
Expert_003,Tema 3,Paleoclimatología,Sustentabilidad
Expert_003,Tema 3,Paleoclimatología,Servicios Ecosistemicos
Expert_003,Tema 3,Regulación climática,Pesquerías
Expert_003,Tema 3,Regulación climática,Sustentabilidad
Expert_003,Tema 3,Regulación climática,Servicios Ecosistemicos
Expert_003,Tema 3,Pesquerías,Sustentabilidad
Expert_003,Tema 3,Pesquerías,Servicios Ecosistemicos
Expert_003,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_004,Tema 1,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_004,Tema 1,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_004,Tema 1,Acción individual/Estilo de vida sostenible,Conservación
Expert_004,Tema 1,Acción individual/Estilo de vida sostenible,Ecosistemas
Expert_004,Tema 1,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_004,Tema 1,Aspectos socio-económicos,Conciencia ambiental
Expert_004,Tema 1,Aspectos socio-económicos,Conservación
Expert_004,Tema 1,Aspectos socio-económicos,Ecosistemas
Expert_004,Tema 1,Aspectos socio-económicos,Servicios Ecosistemicos
Expert_004,Tema 1,Conciencia ambiental,Conservación
Expert_004,Tema 1,Conciencia ambiental,Ecosistemas
Expert_004,Tema 1,Conciencia ambiental,Servicios Ecosistemicos
Expert_004,Tema 1,Conservación,Ecosistemas
Expert_004,Tema 1,Conservación,Servicios Ecosistemicos
Expert_004,Tema 1,Ecosistemas,Servicios Ecosistemicos
Expert_004,Tema 2,Cambio climático,Pesquerías
Expert_004,Tema 2,Cambio climático,Sobreexplotación
Expert_004,Tema 2,Cambio climático,Sustentabilidad
Expert_004,Tema 2,Pesquerías,Sobreexplotación
Expert_004,Tema 2,Pesquerías,Sustentabilidad
Expert_004,Tema 2,Sobreexplotación,Sustentabilidad
Expert_004,Tema 3,Dinámica costera,Mitigación
Expert_004,Tema 3,Dinámica costera,Paleoclimatología
Expert_004,Tema 3,Dinámica costera,Regulación climática
Expert_004,Tema 3,Mitigación,Paleoclimatología
Expert_004,Tema 3,Mitigación,Regulación climática
Expert_004,Tema 3,Paleoclimatología,Regulación climática
Expert_004,Tema 4,Biología del cambio global,Ciclos biogeoquímicos
Expert_004,Tema 4,Biología del cambio global,Evolución
Expert_004,Tema 4,Biología del cambio global,Física oceanográfica
Expert_004,Tema 4,Ciclos biogeoquímicos,Evolución
Expert_004,Tema 4,Ciclos biogeoquímicos,Física oceanográfica
Expert_004,Tema 4,Evolución,Física oceanográfica
Expert_004,Tema 5,Acoplamiento clima-océano,Adaptación
Expert_004,Tema 5,Acoplamiento clima-océano,Amenazas humanas
Expert_004,Tema 5,Acoplamiento clima-océano,Contaminación
Expert_004,Tema 5,Acoplamiento clima-océano,Impactos del cambio climático
Expert_004,Tema 5,Adaptación,Amenazas humanas
Expert_004,Tema 5,Adaptación,Contaminación
Expert_004,Tema 5,Adaptación,Impactos del cambio climático
Expert_004,Tema 5,Amenazas humanas,Contaminación
Expert_004,Tema 5,Amenazas humanas,Impactos del cambio climático
Expert_004,Tema 5,Contaminación,Impactos del cambio climático
Expert_005,Tema 1,Acción individual/Estilo de vida sostenible,Amenazas humanas
Expert_005,Tema 1,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_005,Tema 1,Acción individual/Estilo de vida sostenible,Cambio climático
Expert_005,Tema 1,Acción individual/Estilo de vida sostenible,Contaminación
Expert_005,Tema 1,Acción individual/Estilo de vida sostenible,Sobreexplotación
Expert_005,Tema 1,Amenazas humanas,Aspectos socio-económicos
Expert_005,Tema 1,Amenazas humanas,Cambio climático
Expert_005,Tema 1,Amenazas humanas,Contaminación
Expert_005,Tema 1,Amenazas humanas,Sobreexplotación
Expert_005,Tema 1,Aspectos socio-económicos,Cambio climático
Expert_005,Tema 1,Aspectos socio-económicos,Contaminación
Expert_005,Tema 1,Aspectos socio-económicos,Sobreexplotación
Expert_005,Tema 1,Cambio climático,Contaminación
Expert_005,Tema 1,Cambio climático,Sobreexplotación
Expert_005,Tema 1,Contaminación,Sobreexplotación
Expert_005,Tema 2,Acoplamiento clima-océano,Biología del cambio global
Expert_005,Tema 2,Acoplamiento clima-océano,Ciclos biogeoquímicos
Expert_005,Tema 2,Acoplamiento clima-océano,Impactos del cambio climático
Expert_005,Tema 2,Acoplamiento clima-océano,Paleoclimatología
Expert_005,Tema 2,Acoplamiento clima-océano,Regulación climática
Expert_005,Tema 2,Acoplamiento clima-océano,Pesquerías
Expert_005,Tema 2,Biología del cambio global,Ciclos biogeoquímicos
Expert_005,Tema 2,Biología del cambio global,Impactos del cambio climático
Expert_005,Tema 2,Biología del cambio global,Paleoclimatología
Expert_005,Tema 2,Biología del cambio global,Regulación climática
Expert_005,Tema 2,Biología del cambio global,Pesquerías
Expert_005,Tema 2,Ciclos biogeoquímicos,Impactos del cambio climático
Expert_005,Tema 2,Ciclos biogeoquímicos,Paleoclimatología
Expert_005,Tema 2,Ciclos biogeoquímicos,Regulación climática
Expert_005,Tema 2,Ciclos biogeoquímicos,Pesquerías
Expert_005,Tema 2,Impactos del cambio climático,Paleoclimatología
Expert_005,Tema 2,Impactos del cambio climático,Regulación climática
Expert_005,Tema 2,Impactos del cambio climático,Pesquerías
Expert_005,Tema 2,Paleoclimatología,Regulación climática
Expert_005,Tema 2,Paleoclimatología,Pesquerías
Expert_005,Tema 2,Regulación climática,Pesquerías
Expert_005,Tema 3,Adaptación,Conciencia ambiental
Expert_005,Tema 3,Adaptación,Conservación
Expert_005,Tema 3,Adaptación,Mitigación
Expert_005,Tema 3,Adaptación,Sustentabilidad
Expert_005,Tema 3,Adaptación,Servicios Ecosistemicos
Expert_005,Tema 3,Conciencia ambiental,Conservación
Expert_005,Tema 3,Conciencia ambiental,Mitigación
Expert_005,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_005,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_005,Tema 3,Conservación,Mitigación
Expert_005,Tema 3,Conservación,Sustentabilidad
Expert_005,Tema 3,Conservación,Servicios Ecosistemicos
Expert_005,Tema 3,Mitigación,Sustentabilidad
Expert_005,Tema 3,Mitigación,Servicios Ecosistemicos
Expert_005,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_005,Tema 4,Dinámica costera,Ecosistemas
Expert_005,Tema 4,Dinámica costera,Evolución
Expert_005,Tema 4,Dinámica costera,Física oceanográfica
Expert_005,Tema 4,Ecosistemas,Evolución
Expert_005,Tema 4,Ecosistemas,Física oceanográfica
Expert_005,Tema 4,Evolución,Física oceanográfica
Expert_006,Tema 1,Amenazas humanas,Contaminación
Expert_006,Tema 1,Amenazas humanas,Ecosistemas
Expert_006,Tema 1,Amenazas humanas,Mitigación
Expert_006,Tema 1,Contaminación,Ecosistemas
Expert_006,Tema 1,Contaminación,Mitigación
Expert_006,Tema 1,Ecosistemas,Mitigación
Expert_006,Tema 2,Acoplamiento clima-océano,Adaptación
Expert_006,Tema 2,Acoplamiento clima-océano,Biología del cambio global
Expert_006,Tema 2,Acoplamiento clima-océano,Cambio climático
Expert_006,Tema 2,Acoplamiento clima-océano,Impactos del cambio climático
Expert_006,Tema 2,Acoplamiento clima-océano,Paleoclimatología
Expert_006,Tema 2,Acoplamiento clima-océano,Regulación climática
Expert_006,Tema 2,Adaptación,Biología del cambio global
Expert_006,Tema 2,Adaptación,Cambio climático
Expert_006,Tema 2,Adaptación,Impactos del cambio climático
Expert_006,Tema 2,Adaptación,Paleoclimatología
Expert_006,Tema 2,Adaptación,Regulación climática
Expert_006,Tema 2,Biología del cambio global,Cambio climático
Expert_006,Tema 2,Biología del cambio global,Impactos del cambio climático
Expert_006,Tema 2,Biología del cambio global,Paleoclimatología
Expert_006,Tema 2,Biología del cambio global,Regulación climática
Expert_006,Tema 2,Cambio climático,Impactos del cambio climático
Expert_006,Tema 2,Cambio climático,Paleoclimatología
Expert_006,Tema 2,Cambio climático,Regulación climática
Expert_006,Tema 2,Impactos del cambio climático,Paleoclimatología
Expert_006,Tema 2,Impactos del cambio climático,Regulación climática
Expert_006,Tema 2,Paleoclimatología,Regulación climática
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Conservación
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Pesquerías
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Sobreexplotación
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_006,Tema 3,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_006,Tema 3,Aspectos socio-económicos,Conciencia ambiental
Expert_006,Tema 3,Aspectos socio-económicos,Conservación
Expert_006,Tema 3,Aspectos socio-económicos,Pesquerías
Expert_006,Tema 3,Aspectos socio-económicos,Sobreexplotación
Expert_006,Tema 3,Aspectos socio-económicos,Sustentabilidad
Expert_006,Tema 3,Aspectos socio-económicos,Servicios Ecosistemicos
Expert_006,Tema 3,Conciencia ambiental,Conservación
Expert_006,Tema 3,Conciencia ambiental,Pesquerías
Expert_006,Tema 3,Conciencia ambiental,Sobreexplotación
Expert_006,Tema 3,Conciencia ambiental,Sustentabilidad
Expert_006,Tema 3,Conciencia ambiental,Servicios Ecosistemicos
Expert_006,Tema 3,Conservación,Pesquerías
Expert_006,Tema 3,Conservación,Sobreexplotación
Expert_006,Tema 3,Conservación,Sustentabilidad
Expert_006,Tema 3,Conservación,Servicios Ecosistemicos
Expert_006,Tema 3,Pesquerías,Sobreexplotación
Expert_006,Tema 3,Pesquerías,Sustentabilidad
Expert_006,Tema 3,Pesquerías,Servicios Ecosistemicos
Expert_006,Tema 3,Sobreexplotación,Sustentabilidad
Expert_006,Tema 3,Sobreexplotación,Servicios Ecosistemicos
Expert_006,Tema 3,Sustentabilidad,Servicios Ecosistemicos
Expert_006,Tema 4,Ciclos biogeoquímicos,Dinámica costera
Expert_006,Tema 4,Ciclos biogeoquímicos,Física oceanográfica
Expert_006,Tema 4,Dinámica costera,Física oceanográfica
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Amenazas humanas
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Aspectos socio-económicos
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Biología del cambio global
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Cambio climático
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Conciencia ambiental
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Conservación
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Contaminación
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Impactos del cambio climático
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Mitigación
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Pesquerías
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Sobreexplotación
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Sustentabilidad
Expert_007,Tema 1,Acción individual/Estilo de vida sostenible,Servicios Ecosistemicos
Expert_007,Tema 1,Amenazas humanas,Aspectos socio-económicos
Expert_007,Tema 1,Amenazas humanas,Biología del cambio global
Expert_007,Tema 1,Amenazas humanas,Cambio climático
Expert_007,Tema 1,Amenazas humanas,Conciencia ambiental
Expert_007,Tema 1,Amenazas humanas,Conservación
Expert_007,Tema 1,Amenazas humanas,Contaminación
Expert_007,Tema 1,Amenazas humanas,Impactos del cambio climático
Expert_007,Tema 1,Amenazas humanas,Mitigación
Expert_007,Tema 1,Amenazas humanas,Pesquerías
Expert_007,Tema 1,Amenazas humanas,Sobreexplotación
Expert_007,Tema 1,Amenazas humanas,Sustentabilidad
Expert_007,Tema 1,Amenazas humanas,Servicios Ecosistemicos
Expert_007,Tema 1,Aspectos socio-económicos,Biología del cambio global
Expert_007,Tema 1,Aspectos socio-económicos,Cambio climático
Expert_007,Tema 1,Aspectos socio-económicos,Conciencia ambiental
Expert_007,Tema 1,Aspectos socio-económicos,Conservación
Expert_007,Tema 1,Aspectos socio-económicos,Contaminación
Expert_007,Tema 1,Aspectos socio-económicos,Impactos del cambio climático
Expert_007,Tema 1,Aspectos socio-económicos,Mitigación
Expert_007,Tema 1,Aspectos socio-económicos,Pesquerías
Expert_007,Tema 1,Aspectos socio-económicos,Sobreexplotación
Expert_007,Tema 1,Aspectos socio-económicos,Sustentabilidad
Expert_007,Tema 1,Aspectos socio-económicos,Servicios Ecosistemicos
Expert_007,Tema 1,Biología del cambio global,Cambio climático
Expert_007,Tema 1,Biología del cambio global,Conciencia ambiental
Expert_007,Tema 1,Biología del cambio global,Conservación
Expert_007,Tema 1,Biología del cambio global,Contaminación
Expert_007,Tema 1,Biología del cambio global,Impactos del cambio climático
Expert_007,Tema 1,Biología del cambio global,Mitigación
Expert_007,Tema 1,Biología del cambio global,Pesquerías
Expert_007,Tema 1,Biología del cambio global,Sobreexplotación
Expert_007,Tema 1,Biología del cambio global,Sustentabilidad
Expert_007,Tema 1,Biología del cambio global,Servicios Ecosistemicos
Expert_007,Tema 1,Cambio climático,Conciencia ambiental
Expert_007,Tema 1,Cambio climático,Conservación
Expert_007,Tema 1,Cambio climático,Contaminación
Expert_007,Tema 1,Cambio climático,Impactos del cambio climático
Expert_007,Tema 1,Cambio climático,Mitigación
Expert_007,Tema 1,Cambio climático,Pesquerías
Expert_007,Tema 1,Cambio climático,Sobreexplotación
Expert_007,Tema 1,Cambio climático,Sustentabilidad
Expert_007,Tema 1,Cambio climático,Servicios Ecosistemicos
Expert_007,Tema 1,Conciencia ambiental,Conservación
Expert_007,Tema 1,Conciencia ambiental,Contaminación
Expert_007,Tema 1,Conciencia ambiental,Impactos del cambio climático
Expert_007,Tema 1,Conciencia ambiental,Mitigación
Expert_007,Tema 1,Conciencia ambiental,Pesquerías
Expert_007,Tema 1,Conciencia ambiental,Sobreexplotación
Expert_007,Tema 1,Conciencia ambiental,Sustentabilidad
Expert_007,Tema 1,Conciencia ambiental,Servicios Ecosistemicos
Expert_007,Tema 1,Conservación,Contaminación
Expert_007,Tema 1,Conservación,Impactos del cambio climático
Expert_007,Tema 1,Conservación,Mitigación
Expert_007,Tema 1,Conservación,Pesquerías
Expert_007,Tema 1,Conservación,Sobreexplotación
Expert_007,Tema 1,Conservación,Sustentabilidad
Expert_007,Tema 1,Conservación,Servicios Ecosistemicos
Expert_007,Tema 1,Contaminación,Impactos del cambio climático
Expert_007,Tema 1,Contaminación,Mitigación
Expert_007,Tema 1,Contaminación,Pesquerías
Expert_007,Tema 1,Contaminación,Sobreexplotación
Expert_007,Tema 1,Contaminación,Sustentabilidad
Expert_007,Tema 1,Contaminación,Servicios Ecosistemicos
Expert_007,Tema 1,Impactos del cambio climático,Mitigación
Expert_007,Tema 1,Impactos del cambio climático,Pesquerías
